Group,N,Prevalence,Prediction Rate,AUROC,Precision,Recall,F1
Female,10670,0.11227741330834114,0.36429240862230555,0.6673972562660742,0.17802932853100079,0.5776293823038398,0.27217305801376596
Male,9198,0.11578604044357468,0.33692106979778214,0.6861839754457727,0.19651500484027107,0.571830985915493,0.29250720461095103
